"drange","dlat","dlon_neg","dlon","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"5","44.0017263888889","-124.122986666667","124.122986666667","8.98587133585591","3.51520327657269","3.51520327657269","13","9510","","Siuslaw River Channel Light 13","FD","44-00-06.215N","124-07-22.752W","Fl G 2.5s","Night","25","5","","SG on multi-pile structure.","Visible all around; higher intensity upstream.",""
"5","43.6696066666667","-124.198843333333","124.198843333333","8.70117565254828","3.8523257812714","3.8523257812714","13","9255","","Umpqua River Light 6 ","FD","43-40-10.584N","124-11-55.836W","Fl R 4s","Night","32","5","","TR on single steel pile. On same structure as Umpqua River Regulated Navigation Area Warning Sign.","",""
"5","43.3708263888889","-124.384859166667","124.384859166667","8.49383351442159","4.19820495350954","4.19820495350954","13","615","8730","Coos Bay Approach Lighted Whistle Buoy K","FD","43-22-14.975N","124-23-05.493W","Mo (A) W","Night","","5","","Red and white stripes.","AIS: MMSI 993692040 (21). No topmark will be shown on this aid as required by IALA standards due to weather.",""
"5","43.1227755555556","-124.429804444444","124.429804444444","8.28410201481934","4.44557702500899","4.44557702500899","13","8700","","Coquille River South Jetty Light 8","FD","43-07-21.992N","124-25-47.296W","Fl R 4s","Night","30","5","","TR on white masonry building.","::HORN: 1 blast ev 30s (3s bl). Operates continuously.",""
"4","47.1621166666667","-122.88035","122.88035","11.7524980496415","0.119368341100611","0.119368341100611","13","17395","","Brisco Point Light 8 ","FD","47-09-43.620N","122-52-49.260W","Fl R 4s","Night","17","4","","TR on multi-pile structure.","Light obscured from 170?? to 238.5??.",""
"4","47.2387897222222","-122.715999166667","122.715999166667","11.8042610807044","0.121172982050436","0.121172982050436","13","17296","","Wyckoff Shoal Light 3","FD","47-14-19.643N","122-42-57.597W","Fl G 4s","Night","15","4","","SG on pile.","",""
"4","47.2415902777778","-122.714591111111","122.714591111111","11.8068384397768","0.121810443089431","0.121810443089431","13","17295","","Wyckoff Shoal Light 1","FD","47-14-29.725N","122-42-52.528W","Fl G 2.5s","Night","16","4","","SG on pile.","",""
"4","47.1663877777778","-122.764803888889","122.764803888889","11.7395050638069","0.125150425144463","0.125150425144463","13","17365","","Devils Head Light 4 ","FD","47-09-58.996N","122-45-53.294W","Fl R 6s","Night","16","4","","TR on multi-pile structure.","",""
"4","47.1798852777778","-122.742475833333","122.742475833333","11.749667327517","0.128587981415647","0.128587981415647","13","17275","","Drayton Passage Lighted Buoy 2","FD","47-10-47.587N","122-44-32.913W","Fl R 4s","Night","","4","","Red.","",""
"4","47.1738216666667","-122.919365","122.919365","11.7701229061784","0.130642387814135","0.130642387814135","13","18400","","Hunter Point Light 1 ","FD","47-10-25.758N","122-55-09.714W","Fl G 4s","Night","14","4","","SG on tower.","",""
"4","47.1208333333333","-122.75","122.75","11.6922951182746","0.171891964298639","0.171891964298639","13","17360","","Nisqually Flats Light 3","FD","47-07-15.000N","122-45-00.000W","Fl G 4s","Day","15","4","","SG on pile.","",""
"4","47.1998541666667","-122.989613333333","122.989613333333","11.8070366593537","0.172550313018574","0.172550313018574","13","18435","","Libby Point Light 4 ","FD","47-11-59.475N","122-59-22.608W","Fl R 4s","Night","18","4","","TR on tower, on dock.","",""
"4","47.2076666666667","-123.012648333333","123.012648333333","11.8185053154932","0.190986600655354","0.190986600655354","13","18440","","Church Point Light 6 ","FD","47-12-27.600N","123-00-45.534W","Fl R 6s","Night","20","4","","TR on tower.","",""
"4","47.0917622222222","-122.9249875","122.9249875","11.6899768393077","0.202104007352019","0.202104007352019","13","17410","","West Olympia Shoal Light 1 ","FD","47-05-30.344N","122-55-29.955W","Fl G 4s","Night","21","4","","SG on dolphin.","",""
"4","47.0920972222222","-122.930740555556","122.930740555556","11.691220673425","0.204502088418089","0.204502088418089","13","17415","","Budd Inlet Light 2 ","FD","47-05-31.550N","122-55-50.666W","Fl R 4s","Night","15","4","","TR on multi-pile structure.","",""
"4","47.0854583333333","-122.925808055556","122.925808055556","11.6838827896208","0.208097624853775","0.208097624853775","13","17420","","Olympia Entrance Light 3 ","FD","47-05-07.650N","122-55-32.909W","Fl G 2.5s","Night","22","4","","SG on pile.","",""
"4","47.1114938888889","-122.6980325","122.6980325","11.6757036006165","0.209143948466482","0.209143948466482","13","17350","","Nisqually Flats Light 1","FD","47-06-41.378N","122-41-52.917W","Fl G 2.5s","Night","15","4","","SG on pile.","",""
"4","47.0750141666667","-122.915776944444","122.915776944444","11.6719825655003","0.213383759156096","0.213383759156096","13","17440","","Olympia Channel Light 5 ","FD","47-04-30.051N","122-54-56.797W","Fl G 4s","Night","17","4","","SG on multi-pile structure.","",""
"4","47.0733738888889","-122.9174825","122.9174825","11.670632392482","0.215560840927247","0.215560840927247","13","17445","","Olympia Channel Lighted Buoy 4 ","FD","47-04-24.146N","122-55-02.937W","Fl R 6s","Night","","4","","Red.","",""
"4","47.0622238888889","-122.898784444444","122.898784444444","11.6566785229645","0.219516827286633","0.219516827286633","13","17460","","East Bay Light 1 ","FD","47-03-44.006N","122-53-55.624W","Fl G 2.5s","Night","28","4","40 feet outside channel limit.","SG on pile.","",""
"4","47.059835","-122.896551666667","122.896551666667","11.6539694515444","0.221140546682675","0.221140546682675","13","17470","","East Bay Light 3","FD","47-03-35.406N","122-53-47.586W","Fl G 4s","Night","15","4","40 feet outside channel limit.","SG on pile.","",""
"4","47.2024308333333","-122.607016666667","122.607016666667","11.7535321654329","0.235991807483804","0.235991807483804","13","17265","","Toliva Shoal Lighted Isolated Danger Bell Buoy DTS","FD","47-12-08.751N","122-36-25.260W","Fl (2)W 5s","Night","","4","","Black and red bands with two black spherical topmarks.","",""
"4","47.2852630555556","-122.547714166667","122.547714166667","11.8281173622822","0.285276853030387","0.285276853030387","13","17225","","Point Evans Light 4 ","FD","47-17-06.947N","122-32-51.771W","Fl R 4s","Night","18","4","","TR on multi-pile structure.","",""
"4","47.3768497222222","-122.538320833333","122.538320833333","11.9178352777654","0.312610329700833","0.312610329700833","13","17120","","Colvos Passage Light 6 ","FD","47-22-36.659N","122-32-17.955W","Fl R 4s","Night","15","4","","TR on multi-pile structure.","Light obscured from 022?? to 153??.",""
"4","47.3969833333333","-122.528016666667","122.528016666667","11.9365553494942","0.329458563861315","0.329458563861315","13","17115","","Colvos Passage Light 5 ","FD","47-23-49.140N","122-31-40.860W","Fl G 4s","Night","17","4","","SG on multi-pile structure.","",""
"4","47.4300666666667","-122.531466666667","122.531466666667","11.9698125035443","0.340363254824741","0.340363254824741","13","17110","","Colvos Passage Light 4 ","FD","47-25-48.240N","122-31-53.280W","Fl R 6s","Night","15","4","","TR on multi-pile structure.","",""
"4","47.4616666666667","-122.509516666667","122.509516666667","11.9985286945389","0.374924670169293","0.374924670169293","13","17105","","Colvos Passage Light 3 ","FD","47-27-42.000N","122-30-34.260W","Fl G 6s","Night","15","4","","SG on multi-pile structure.","",""
"4","47.6567583333333","-122.828025","122.828025","12.2338700488811","0.385241229197722","0.385241229197722","13","17860","","Hood Canal Light 15 ","FD","47-39-24.330N","122-49-40.890W","Q G","Night","15","4","","SG on pile.","",""
"4","47.6626775","-122.787325555556","122.787325555556","12.2339565730704","0.39375110803555","0.39375110803555","13","17855","","Hood Canal Light 13 ","FD","47-39-45.639N","122-47-14.372W","Fl G 2.5s","Night","20","4","","SG on multi-pile structure.","",""
"4","47.2728086111111","-122.432831944444","122.432831944444","11.8019667587571","0.399831052295202","0.399831052295202","13","17131","","Commencement Bay Shoal Lighted Buoy A ","FD","47-16-22.111N","122-25-58.195W","Fl Y 4s","Night","","4","","Yellow.","",""
"4","47.6817794444444","-122.811356666667","122.811356666667","12.2562566840422","0.41078726127695","0.41078726127695","13","17850","","Oak Head Light 12 ","FD","47-40-54.406N","122-48-40.884W","Fl R 4s","Night","15","4","","TR on multi-pile structure.","",""
"4","47.5901666666667","-122.56737","122.56737","12.1331057613474","0.414607140737405","0.414607140737405","13","18075","","Point White Light 10 ","FD","47-35-24.600N","122-34-02.532W","Fl R 4s","Night","15","4","","TR on multi-pile structure.","",""
"4","47.287245","-122.412659166667","122.412659166667","11.8140015421193","0.420295170092827","0.420295170092827","13","17201","","Hylebos Waterway Lighted Buoy 1 ","FD","47-17-14.082N","122-24-45.573W","Fl G 4s","Night","","4","","Green.","",""
"4","47.6904347222222","-122.87745","122.87745","12.2743696905196","0.421277407303556","0.421277407303556","13","17870","","Dosewallips Flats Light 17 ","FD","47-41-25.565N","122-52-38.820W","Fl G 4s","Night","15","4","","SG on pile.","",""
"4","47.5902222222222","-122.550527777778","122.550527777778","12.1310972492614","0.425622282129082","0.425622282129082","13","18070","","Point Glover Light 9 ","FD","47-35-24.800N","122-33-01.900W","Q G","Night","25","4","","SG on multi-pile structure.","HORN: 1 blast ev 30s (3s bl). HORN is activated by keying the mic 5 times on VHF-FM Channel 83A (157.175MHz). HORN will operate for 15 minutes.",""
"4","47.7269622222222","-122.748051388889","122.748051388889","12.2921946277812","0.463210138694069","0.463210138694069","13","17839","","Bangor Explosive Anchorage Lighted Buoy E ","FD","47-43-37.064N","122-44-52.985W","Fl Y 2.5s","Night","","4","","Yellow.","",""
"4","47.5822586111111","-122.475982777778","122.475982777778","12.1143301557493","0.473035202006486","0.473035202006486","13","16835","","Decatur Reef Lighted Buoy 2 ","FD","47-34-56.131N","122-28-33.538W","Fl R 6s","Night","","4","","Red.","",""
"4","47.6208744444444","-122.503900833333","122.503900833333","12.1559427522177","0.479702311796138","0.479702311796138","13","18015","","Eagle Harbor Sand Spit Lighted Buoy 5 ","FD","47-37-15.148N","122-30-14.043W","Fl G 4s","Night","","4","","Green.","",""
"4","47.6163333333333","-122.496527777778","122.496527777778","12.1505668856363","0.481523143664214","0.481523143664214","13","18000","","Eagle Harbor Light 1","FD","47-36-58.800N","122-29-47.500W","Fl G 6s","Night","30","4","","SG on multi-pile structure.","",""
"4","47.6191247222222","-122.497711388889","122.497711388889","12.1534777901289","0.482703744841039","0.482703744841039","13","18005","","Eagle Harbor Light 3 ","FD","47-37-08.849N","122-29-51.761W","Fl G 2.5s","Night","15","4","","SG on multi-pile structure.","::Ra ref.",""
"4","47.6219813888889","-122.4974","122.4974","12.1562782438182","0.484980000390207","0.484980000390207","13","18010","","Eagle Harbor Light 4 ","FD","47-37-19.133N","122-29-50.640W","Fl R 4s","Night","15","4","","TR on multi-pile structure.","Higher intensity beam down channel.::Ra ref.",""
"4","47.6964847222222","-122.575884166667","122.575884166667","12.2396636427653","0.496495830454784","0.496495830454784","13","17950","","Point Bolin Reef Light 6 ","FD","47-41-47.345N","122-34-33.183W","Fl R 2.5s","Night","15","4","","TR on multi-pile structure.","",""
"4","47.7790033333333","-122.853075","122.853075","12.35844667732","0.507868773863331","0.507868773863331","13","17895","","Quilcene Bay Light 2 ","FD","47-46-44.412N","122-51-11.070W","Fl R 4s","Night","26","4","","TR on multi-pile structure.","Obscured from 170?? to 260??.",""
"4","47.8016416666667","-122.682156111111","122.682156111111","12.3574247544576","0.551048271561176","0.551048271561176","13","17805","","Hood Canal Light 9 ","FD","47-48-05.910N","122-40-55.762W","Fl G 4s","Night","15","4","","SG on multi-pile structure.","",""
"4","47.6601891666667","-122.4411975","122.4411975","12.187783608533","0.551623023555282","0.551623023555282","13","16805","","West Point Lighted Buoy 1","FD","47-39-36.681N","122-26-28.311W","Fl G 4s","Night","","4","","Green.","",""
"4","47.6775975","-122.415963611111","122.415963611111","12.202277800689","0.58182071694214","0.58182071694214","13","18130","","Shilshole Bay Entrance Lighted Buoy 2","FD","47-40-39.351N","122-24-57.469W","Fl R 2.5s","Night","","4","","Red.","",""
"4","47.6714466666667","-122.408676388889","122.408676388889","12.1953637676833","0.582824410488965","0.582824410488965","13","18155","","Shilshole Bay Light 8","FD","47-40-17.208N","122-24-31.235W","Fl R 4s","Night","15","4","","TR on pile.","",""
"4","47.8255816666667","-122.649485","122.649485","12.3769558278616","0.583532411256743","0.583532411256743","13","17785","","Hood Canal Light 7 ","FD","47-49-32.094N","122-38-58.146W","Fl G 2.5s","Night","15","4","","SG on multi-pile structure.","",""
"4","47.6794030555556","-122.414880277778","122.414880277778","12.2039531637125","0.583856939105868","0.583856939105868","13","18125","","Shilshole Bay Entrance Lighted Buoy 1","FD","47-40-45.851N","122-24-53.569W","Fl G 2.5s","Night","","4","","Green.","",""
"4","47.8454783333333","-122.6713075","122.6713075","12.3994856468622","0.596183212673213","0.596183212673213","13","17780","","Case Shoal Light 6 ","FD","47-50-43.722N","122-40-16.707W","Fl R 2.5s","Night","15","4","","TR on pile.","",""
"4","47.6962641666667","-122.4096025","122.4096025","12.2201334488273","0.599470487143672","0.599470487143672","13","16765","","Meadow Point Lighted Buoy 1","FD","47-41-46.551N","122-24-34.569W","Fl G 4s","Night","","4","","Green.","",""
"4","47.7935766666667","-122.498633333333","122.498633333333","12.3268495555252","0.61975119451402","0.61975119451402","13","16730","","Kingston Small Boat Harbor Light 2","FD","47-47-36.876N","122-29-55.080W","Fl R 4s","Night","13","4","","TR on pole, on breakwater.","",""
"4","47.6435147222222","-122.3336825","122.3336825","12.1595929849426","0.622367269152492","0.622367269152492","13","18205","","Lake Union Lighted Buoy 11 ","FD","47-38-36.653N","122-20-01.257W","Fl G 6s","Night","","4","","Green.","",""
"4","47.8588888888889","-122.578333333333","122.578333333333","12.4011511539658","0.640043284354453","0.640043284354453","13","17747","","Port Gamble Lighted Buoy 4","FD","47-51-32.000N","122-34-42.000W","Fl R 4s","Night","","4","","Red.","",""
"4","47.859045","-122.576800555556","122.576800555556","12.4011200754938","0.640797017027475","0.640797017027475","13","17750","","Port Gamble Light 5","FD","47-51-32.562N","122-34-36.482W","Fl G 4s","Night","18","4","","SG on dolphin.","",""
"4","47.8621216666667","-122.576816111111","122.576816111111","12.4041759122351","0.643612776738991","0.643612776738991","13","17745","","Port Gamble Light 3 ","FD","47-51-43.638N","122-34-36.538W","Fl G 4s","Night","15","4","","SG on dolphin.","",""
"4","47.9558380555556","-122.686011666667","122.686011666667","12.5108200928079","0.699830702990852","0.699830702990852","13","17690","","Mats Mats Bay Channel Light 7 ","FD","47-57-21.017N","122-41-09.642W","Fl G 4s","Night","25","4","","SG on concrete pile.","",""
"4","47.9624888888889","-122.680955555556","122.680955555556","12.5167646399669","0.70740228969589","0.70740228969589","13","17665","","Mats Mats Bay Channel Light 3 ","FD","47-57-44.960N","122-40-51.440W","Fl G 4s","Night","15","4","","SG on pile.","",""
"4","47.9472283333333","-122.601644166667","122.601644166667","12.4916737250784","0.714084549775304","0.714084549775304","13","16535","","Foulweather Bluff Lighted Bell Buoy 2 ","FD","47-56-50.022N","122-36-05.919W","Fl R 4s","Night","","4","","Red.","",""
"4","48.0328833333333","-122.733916666667","122.733916666667","12.5934564761627","0.76771511719401","0.76771511719401","13","17575","","Port Townsend Canal Light 4 ","FD","48-01-58.380N","122-44-02.100W","Fl R 4s","Night","15","4","","TR on multi-pile structure.","",""
"4","47.8968175","-122.385387777778","122.385387777778","12.4169180682095","0.768777623616408","0.768777623616408","13","16560","18455","Possession Point Lighted Bell Buoy 1 ","FD","47-53-48.543N","122-23-07.396W","Fl G 4s","Night","","4","","Green.","",""
"4","48.0577","-122.766973055556","122.766973055556","12.6224518993143","0.788894536722322","0.788894536722322","13","17565","","Kala Point Light 2 ","FD","48-03-27.720N","122-46-01.103W","Fl R 4s","Night","25","4","","TR on skeleton tower.","",""
"4","48.0830997222222","-122.748395555556","122.748395555556","12.6451465102146","0.815917723970133","0.815917723970133","13","17564","","Port Townsend Lighted Buoy 1 ","FD","48-04-59.159N","122-44-54.224W","Fl G 2.5s","Night","","4","","Green.","",""
"4","48.0843719444444","-123.030176944444","123.030176944444","12.6868254265418","0.836480836555552","0.836480836555552","13","16410","","Sequim Bay Entrance Light 2","FD","48-05-03.739N","123-01-48.637W","Fl R 4s","Night","15","4","","TR on multi-pile structure.","",""
"4","48.1070877777778","-122.77105","122.77105","12.6719401914195","0.837811225048698","0.837811225048698","13","17545","","Port Townsend Breakwater Light 1 ","FD","48-06-25.516N","122-46-15.780W","Fl G 4s","Night","15","4","","SG on tower.","",""
"4","48.034275","-122.3762525","122.3762525","12.5526612119011","0.888856440474082","0.888856440474082","13","18610","","Sandy Point Light 1 ","FD","48-02-03.390N","122-22-34.509W","Fl G 4s","Night","24","4","","SG on pole, on concrete tower.","",""
"4","48.0043063888889","-122.297088333333","122.297088333333","12.5148605009307","0.907621801372586","0.907621801372586","13","18480","","Gedney Island Light 1","FD","48-00-15.503N","122-17-49.518W","Fl G 2.5s","Night","15","4","","SG on pile.","",""
"4","48.0524266666667","-122.357821666667","122.357821666667","12.568816567205","0.913919345356331","0.913919345356331","13","18605","","Camano Head Light 1","FD","48-03-08.736N","122-21-28.158W","Fl G 6s","Night","15","4","Marks submerged rocks.","SG on multi-pile structure.","",""
"4","47.9824441666667","-122.246487777778","122.246487777778","12.4882446816684","0.921399300855903","0.921399300855903","13","18505","","Port Gardner Anchorage Obstruction Lighted Buoy AO ","FD","47-58-56.799N","122-14-47.356W","Fl Y 4s","Night","","4","","Yellow.","",""
"4","47.99165","-122.248533333333","122.248533333333","12.497602106464","0.927230468648679","0.927230468648679","13","18500","","Port Gardner Light 1","FD","47-59-29.940N","122-14-54.720W","Fl G 4s","Night","15","4","","SG on multi-pile structure.","",""
"4","48.2207925","-122.783228611111","122.783228611111","12.7862516278717","0.950533732871964","0.950533732871964","13","16395","","Point Partridge Lighted Bell Buoy 5 ","FD","48-13-14.853N","122-46-59.623W","Fl G 4s","Night","","4","","Green.","",""
"4","46.9771152777778","-123.794318333333","123.794318333333","11.7472913360956","1.00572048208319","1.00572048208319","13","15900","","Aberdeen Harbor Light 3 ","FD","46-58-37.615N","123-47-39.546W","Fl G 4s","Night","20","4","","SG on multi-pile structure.","Higher intensity beam down river.",""
"4","48.2680147222222","-122.643941666667","122.643941666667","12.8152256262565","1.01418287013704","1.01418287013704","13","18690","","Oak Harbor Shoal Lighted Buoy 5 ","FD","48-16-04.853N","122-38-38.190W","Fl G 4s","Night","","4","","Green.","Marks shoal.",""
"4","48.2674655555556","-122.639666666667","122.639666666667","12.8141570455447","1.0144479117613","1.0144479117613","13","18680","","Oak Harbor Light 4","FD","48-16-02.876N","122-38-22.800W","Fl R 2.5s","Both","15","4","","TR on pile.","",""
"4","46.9747913888889","-123.804792777778","123.804792777778","11.7474625586653","1.0164166955894","1.0164166955894","13","15889","","Aberdeen Harbor Light 1A","FD","46-58-29.249N","123-48-17.254W","Fl G 2.5s","Night","21","4","","SG on multi-pile structure.","",""
"4","46.9740266666667","-123.806319722222","123.806319722222","11.7470740827531","1.018100420405","1.018100420405","13","15885","","Aberdeen Harbor Light 1 ","FD","46-58-26.496N","123-48-22.751W","Q G","Night","20","4","","SG on multi-pile structure.","",""
"4","48.2733138888889","-122.646021666667","122.646021666667","12.8207399442868","1.01900694182757","1.01900694182757","13","18700","","Oak Harbor Lighted Buoy 8 ","FD","48-16-23.930N","122-38-45.678W","Fl R 6s","Night","","4","","Red.","",""
"4","48.2776308333333","-122.6522175","122.6522175","12.8257859468308","1.02213920809558","1.02213920809558","13","18710","","Oak Harbor Light 11 ","FD","48-16-39.471N","122-39-07.983W","Fl G 6s","Night","15","4","","SG on pile.","",""
"4","48.2773794444444","-122.647203611111","122.647203611111","12.824919848179","1.02278901672062","1.02278901672062","13","18705","","Oak Harbor Light 10","FD","48-16-38.566N","122-38-49.933W","Fl R 4s","Night","15","4","","TR on pile.","",""
"4","46.96291","-123.828441666667","123.828441666667","11.7414358416769","1.0425136446743","1.0425136446743","13","15880","","Grays Harbor North Channel Light 55 ","FD","46-57-46.476N","123-49-42.390W","Fl G 4s","Night","15","4","","SG on pile.","",""
"4","48.1395833333333","-123.411833333333","123.411833333333","12.80557542894","1.04351863415795","1.04351863415795","13","16291","","Coast Guard Mooring Breakwater Obstruction Light","FD","48-08-22.500N","123-24-42.600W","Fl Y 4s","Night","14","4","","NY on concrete wall.","",""
"4","48.1394333333333","-123.4128","123.4128","12.8056045878941","1.04393075366957","1.04393075366957","13","16292","","Coast Guard Mooring Basin Light 1 ","FD","48-08-21.960N","123-24-46.080W","Fl G 4s","Night","14","4","","SG on pier.","",""
"4","48.1396516666667","-123.41514","123.41514","12.8062471063361","1.04541425767593","1.04541425767593","13","16294","","Coast Guard Mooring Basin Light 3 ","FD","48-08-22.746N","123-24-54.504W","Fl G 2.5s","Night","14","4","","SG on dolphin.","",""
"4","48.1285180555556","-123.448394722222","123.448394722222","12.8014319561726","1.0552397048206","1.0552397048206","13","16315","","Port Angeles Boat Haven Lighted Buoy 3 ","FD","48-07-42.665N","123-26-54.221W","Fl G 4s","Night","","4","","Green.","",""
"4","46.9610533333333","-123.846398333333","123.846398333333","11.7438595689578","1.06022094681401","1.06022094681401","13","15840","","Grays Harbor North Channel Light 51 ","FD","46-57-39.792N","123-50-47.034W","Fl G 4s","Night","15","4","","SG on pile.","",""
"4","46.9591111111111","-123.846868055556","123.846868055556","11.7420832930857","1.06124025859599","1.06124025859599","13","15841","","Grays Harbor North Channel Lighted Buoy 52 ","FD","46-57-32.800N","123-50-48.725W","Q R","Night","","4","","Red.","",""
"4","48.3020977777778","-122.48509","122.48509","12.8305922535806","1.0875866070463","1.0875866070463","13","18765","","Skagit Bay Lighted Buoy 4 ","FD","48-18-07.552N","122-29-06.324W","Fl R 4s","Night","","4","","Red.","",""
"4","48.1632638888889","-123.473350555556","123.473350555556","12.8402186534723","1.09801898134741","1.09801898134741","13","16224","","Strait of Juan De Fuca Lighted Buoy 4","FD","48-09-47.750N","123-28-24.062W","Fl R 4s","Night","","4","","Red.","",""
"4","48.3400091666667","-122.534587222222","122.534587222222","12.873801597207","1.1092626616133","1.1092626616133","13","18775","","Skagit Bay Lighted Buoy 10","FD","48-20-24.033N","122-32-04.514W","Fl R 4s","Night","","4","","Red.","",""
"4","46.9672463888889","-123.902723055556","123.902723055556","11.7633022495881","1.11248840329413","1.11248840329413","13","15795","","Grays Harbor North Channel Lighted Buoy 44 ","FD","46-58-02.087N","123-54-09.803W","Fl R 2.5s","Night","","4","","Red.","",""
"4","48.3337208333333","-123.164604166667","123.164604166667","12.9542750895931","1.11283591189989","1.11283591189989","13","16337","","NOAA Environmental Lighted Buoy 46088","FD","48-20-01.395N","123-09-52.575W","Fl (4)Y 20s","Night","","4","","Yellow disc-shaped buoy.","",""
"4","48.3670672222222","-123.036431666667","123.036431666667","12.9671537953619","1.1143120855382","1.1143120855382","13","16362","","Hein Bank Lighted Buoy 1 ","FD","48-22-01.442N","123-02-11.154W","Fl G 6s","Night","","4","","Green.","","K ( - . - )"
"4","46.6764880555556","-123.784605833333","123.784605833333","11.4527531238688","1.12262715664711","1.12262715664711","13","15375","","Willapa River Light 55","FD","46-40-35.357N","123-47-04.581W","Fl G 4s","Night","16","4","","SG on skeleton tower.","",""
"4","46.1847336111111","-123.11418","123.11418","10.8294381957209","1.1226806947568","1.1226806947568","13","10670","","Cleaveland Light 1 ","FD","46-11-05.041N","123-06-51.048W","Fl G 2.5s","Night","12","4","340 feet outside channel limit.","SG on multi-pile structure.","",""
"4","46.1894102777778","-123.139583055556","123.139583055556","10.8388471405653","1.12481852101814","1.12481852101814","13","10650","","Bunker Hill Light 85 ","FD","46-11-21.877N","123-08-22.499W","Fl G 4s","Night","17","4","","SG on skeleton tower.","Higher intensity beam up channel.",""
"4","46.1859161111111","-123.128418611111","123.128418611111","10.8332927423096","1.12519449381886","1.12519449381886","13","10655","","Crims Island Lighted Buoy 86 ","FD","46-11-09.298N","123-07-42.307W","Q R","Night","","4","","Red.","",""
"4","46.1776694444444","-123.1016725","123.1016725","10.8201481253015","1.12646833873582","1.12646833873582","13","10715","","Cleaveland Light 3 ","FD","46-10-39.610N","123-06-06.021W","Fl G 4s","Night","12","4","","SG on pile.","",""
"4","46.9704055555556","-123.918251111111","123.918251111111","11.7701134271131","1.12658370942534","1.12658370942534","13","15791","","Grays Harbor North Channel Light 41","FD","46-58-13.460N","123-55-05.704W","Fl G 2.5s","Night","20","4","80 yards outside the channel.","SG on skelton tower on multi-pile structure.","",""
"4","46.1789097222222","-123.125007777778","123.125007777778","10.8257665532721","1.13106962151831","1.13106962151831","13","10675","","Crims Island Dike Light 2 ","FD","46-10-44.075N","123-07-30.028W","Fl R 6s","Night","12","4","","TR on pile.","",""
"4","46.9685355555556","-123.923168888889","123.923168888889","11.7694891105518","1.13182250337738","1.13182250337738","13","15775","","Grays Harbor North Channel Lighted Buoy 40","FD","46-58-06.728N","123-55-23.408W","Q R","Night","","4","","Red.","",""
"4","46.1902833333333","-123.167738333333","123.167738333333","10.8451086760776","1.13199099427361","1.13199099427361","13","10640","","Abernathy Point Light 83 ","FD","46-11-25.020N","123-10-03.858W","Fl G 2.5s","Night","20","4","","SG on pole.","",""
"4","48.3653977777778","-122.539527777778","122.539527777778","12.8995872154809","1.13244910941841","1.13244910941841","13","18815","","Swinomish Channel South Entrance Light 11 ","FD","48-21-55.432N","122-32-22.300W","Fl G 4s","Night","10","4","","SG on multi-pile structure.","Obscured from 072?? to 255??.",""
"4","48.373785","-122.563236111111","122.563236111111","12.9106362104792","1.13469061349461","1.13469061349461","13","18880","","Seal Rocks Light 14 ","FD","48-22-25.626N","122-33-47.650W","Fl R 4s","Night","20","4","","TR on tower.","",""
"4","46.1622108333333","-123.073510555556","123.073510555556","10.7997106052631","1.13517875321261","1.13517875321261","13","10720","","Fisher Island Channel Lighted Buoy 5 ","FD","46-09-43.959N","123-04-24.638W","Q G","Night","","4","","Green.","",""
"4","46.1595613888889","-123.062734444444","123.062734444444","10.7951150480506","1.13553570671214","1.13553570671214","13","10725","","Fisher Island Light 7 ","FD","46-09-34.421N","123-03-45.844W","Fl G 4s","Night","13","4","","SG on multi-pile structure.","",""
"4","46.1575652777778","-123.055465","123.055465","10.791815006478","1.13604244812344","1.13604244812344","13","10730","","Fisher Island Light 9 ","FD","46-09-27.235N","123-03-19.674W","Fl G 2.5s","Night","15","4","","SG on multi-pile structure.","",""
"4","46.1545555555556","-123.058171111111","123.058171111111","10.7893542710442","1.13952631791182","1.13952631791182","13","10735","","Fisher Island Channel Lighted Buoy 10 ","FD","46-09-16.400N","123-03-29.416W","Q R","Night","","4","","Red.","",""
"4","46.1866511111111","-123.182051388889","123.182051388889","10.8443202499103","1.13976681562344","1.13976681562344","13","10635","","Oak Point Light 81 ","FD","46-11-11.944N","123-10-55.385W","Fl G 4s","Night","14","4","","SG on concrete pad.","",""
"4","48.4113983333333","-122.773259444444","122.773259444444","12.9738579607652","1.14140009037739","1.14140009037739","13","19330","","Lawson Reef Lighted Bell Buoy 2 ","FD","48-24-41.034N","122-46-23.734W","Fl R 2.5s","Night","","4","","Red.","",""
"4","46.6652927777778","-123.799778055556","123.799778055556","11.4454825206385","1.14142768325278","1.14142768325278","13","15365","","Willapa River Light 51","FD","46-39-55.054N","123-47-59.201W","Fl G 4s","Night","15","4","80 feet outside channel limit.","SG on pile.","",""
"4","46.6868186111111","-123.817122777778","123.817122777778","11.470527350329","1.1450196250582","1.1450196250582","13","15340","","Willapa River Light 39 ","FD","46-41-12.547N","123-49-01.642W","Fl G 4s","Night","18","4","","SG on pile.","Higher intensity beam up and down channel.",""
"4","46.6950027777778","-123.824788611111","123.824788611111","11.4803093784854","1.14748339017781","1.14748339017781","13","15335","","Willapa River Light 35 ","FD","46-41-42.010N","123-49-29.239W","Fl G 6s","Night","15","4","","SG on pile.","",""
